,time_ilp,time_sat,list,num_of_operations
59,6.222100019454956,1.5438098907470703,"['3', '1', '6', '2', '4', '7', '5']",4
60,2.8817648887634277,1.5058588981628418,"['1', '7', '6', '3', '5', '2', '4']",4
61,4.393852949142456,1.4294719696044922,"['2', '5', '3', '4', '7', '1', '6']",4
62,1.1446878910064697,1.8445680141448972,"['1', '3', '7', '2', '4', '5', '6']",3
63,0.06167912483215332,1.981269121170044,"['3', '1', '2', '4', '6', '5', '7']",3
64,2.7386929988861084,2.0918450355529785,"['3', '4', '7', '6', '2', '5', '1']",4
65,3.473292112350464,2.897799015045166,"['4', '2', '5', '3', '6', '7', '1']",4
66,3.1297450065612793,2.6677870750427246,"['2', '7', '3', '6', '1', '4', '5']",4
67,4.232991933822632,2.0910372734069824,"['2', '4', '6', '1', '3', '7', '5']",4
68,0.32013583183288574,2.4769439697265625,"['6', '3', '7', '1', '4', '5', '2']",3
69,0.33715295791625977,1.4179158210754397,"['2', '4', '3', '1', '7', '6', '5']",3
70,1.934311866760254,1.4453670978546145,"['5', '2', '7', '1', '4', '3', '6']",4
71,0.36646318435668945,1.4493279457092283,"['4', '1', '3', '5', '2', '7', '6']",4
72,1.547694206237793,1.851289749145508,"['5', '3', '6', '4', '1', '2', '7']",3
73,0.059010982513427734,2.048468828201294,"['3', '7', '4', '5', '6', '1', '2']",3
74,1.018075942993164,1.9421710968017576,"['3', '6', '7', '2', '1', '5', '4']",4
75,0.07187318801879883,1.8274152278900144,"['7', '4', '5', '6', '3', '2', '1']",2
76,0.9635100364685059,2.1705307960510254,"['1', '7', '2', '5', '3', '4', '6']",4
77,0.33822107315063477,2.1395518779754643,"['6', '3', '5', '7', '2', '1', '4']",4
78,1.0741691589355469,2.375411033630371,"['5', '3', '2', '4', '1', '7', '6']",4
79,0.05791115760803223,1.7830913066864014,"['5', '4', '1', '6', '2', '3', '7']",3
80,1.8468830585479736,2.167310237884521,"['1', '3', '6', '2', '5', '7', '4']",4
81,3.3006680011749268,1.558816909790039,"['5', '7', '2', '4', '3', '1', '6']",4
82,0.6399538516998291,1.4441137313842771,"['2', '3', '5', '1', '4', '6', '7']",3
83,1.1196470260620117,1.3598768711090088,"['5', '4', '7', '6', '1', '3', '2']",3
84,4.465512037277222,1.7990169525146484,"['3', '2', '4', '7', '1', '6', '5']",3
85,1.276953935623169,1.576934814453125,"['5', '1', '4', '6', '2', '7', '3']",4
86,0.06333708763122559,1.1291720867156982,"['1', '2', '6', '7', '4', '3', '5']",2
87,2.8578479290008545,1.503559112548828,"['3', '2', '6', '5', '1', '7', '4']",4
88,0.9996871948242188,1.4418070316314695,"['7', '6', '3', '2', '5', '1', '4']",4
89,1.2373051643371582,1.451190948486328,"['6', '4', '2', '3', '1', '7', '5']",3
90,1.5731267929077148,1.480232000350952,"['4', '7', '2', '3', '6', '1', '5']",3
91,0.5120878219604492,1.1308379173278809,"['5', '6', '3', '4', '2', '1', '7']",3
92,5.12759804725647,1.85856294631958,"['3', '6', '4', '2', '5', '7', '1']",4
93,0.4322059154510498,1.4997408390045166,"['2', '7', '5', '4', '6', '3', '1']",3
94,0.5262982845306396,1.0871601104736328,"['1', '7', '3', '2', '4', '5', '6']",3
95,5.241133689880371,1.5437321662902832,"['6', '1', '7', '3', '5', '4', '2']",3
96,2.9374148845672607,1.6490180492401123,"['5', '1', '2', '7', '3', '6', '4']",4
97,0.05988621711730957,1.2246439456939695,"['7', '3', '4', '5', '6', '2', '1']",2
98,0.6897368431091309,1.074594020843506,"['3', '2', '1', '7', '6', '4', '5']",3
99,2.3226611614227295,1.435625076293945,"['6', '1', '7', '3', '2', '4', '5']",4
